"Retailer","Retailer_ID","Invoice_Date","Region","State","City","Product","Price_per_Unit","Units_Sold","Total_Sale","Operating_Profit","Operating_Margin","Sales_Method"
"Kohl's","1189833","2021-04-30","West","California","Los Angeles","Women's Apparel","51","224","11424","262","23%","Outlet"
"Kohl's","1189833","2021-05-01","West","California","Los Angeles","Men's Street Footwear","36","306","11016","495","45%","Outlet"
"Kohl's","1189833","2021-05-02","West","California","Los Angeles","Men's Athletic Footwear","41","264","10824","335","31%","Outlet"
"Kohl's","1189833","2021-05-03","West","California","Los Angeles","Women's Street Footwear","34","232","7888","347","44%","Outlet"
"Kohl's","1189833","2021-05-04","West","California","Los Angeles","Women's Athletic Footwear","36","223","8028","305","38%","Outlet"
"Kohl's","1189833","2021-05-05","West","California","Los Angeles","Men's Apparel","43","230","9890","613","62%","Outlet"
"Kohl's","1189833","2021-05-06","West","California","Los Angeles","Women's Apparel","46","208","9568","220","23%","Outlet"
"Kohl's","1189833","2021-05-07","West","California","Los Angeles","Men's Street Footwear","38","289","10982","505","46%","Outlet"
"Kohl's","1189833","2021-05-08","West","California","Los Angeles","Men's Athletic Footwear","39","264","10296","278","27%","Outlet"
"Kohl's","1189833","2021-05-09","West","California","Los Angeles","Women's Street Footwear","38","210","7980","359","45%","Outlet"
"Kohl's","1189833","2021-05-10","West","California","Los Angeles","Women's Athletic Footwear","39","195","7605","304","40%","Outlet"
"Kohl's","1189833","2021-05-11","West","California","Los Angeles","Men's Apparel","44","195","8580","532","62%","Outlet"
"Kohl's","1189833","2021-05-12","West","California","Los Angeles","Women's Apparel","49","210","10290","226","22%","Outlet"
"Kohl's","1189833","2021-05-13","West","California","Los Angeles","Men's Street Footwear","36","256","9216","433","47%","Outlet"
"Kohl's","1189833","2021-05-14","West","California","Los Angeles","Men's Athletic Footwear","43","264","11352","340","30%","Outlet"
"Kohl's","1189833","2021-05-15","West","California","Los Angeles","Women's Street Footwear","33","208","6864","288","42%","Outlet"
"Kohl's","1189833","2021-05-16","West","California","Los Angeles","Women's Athletic Footwear","33","213","7029","295","42%","Outlet"
"Kohl's","1189833","2021-05-17","West","California","Los Angeles","Men's Apparel","46","210","9660","598","62%","Outlet"
"Kohl's","1189833","2021-05-18","West","California","Los Angeles","Women's Apparel","46","208","9568","229","24%","Outlet"
"Kohl's","1189833","2021-05-19","West","California","Los Angeles","Men's Street Footwear","40","272","10880","500","46%","Outlet"
"Kohl's","1189833","2021-05-20","West","California","Los Angeles","Men's Athletic Footwear","42","264","11088","332","30%","Outlet"
"Kohl's","1189833","2021-05-21","West","California","Los Angeles","Women's Street Footwear","35","223","7805","359","46%","Outlet"
"Kohl's","1189833","2021-05-22","West","California","Los Angeles","Women's Athletic Footwear","33","221","7293","306","42%","Outlet"
"Kohl's","1189833","2021-05-23","West","California","Los Angeles","Men's Apparel","46","204","9384","534","57%","Outlet"
"Kohl's","1189833","2021-05-24","West","California","Los Angeles","Women's Apparel","49","238","11662","279","24%","Outlet"
"Kohl's","1189833","2021-05-25","West","California","Los Angeles","Men's Street Footwear","39","315","12285","565","46%","Outlet"
"Kohl's","1189833","2021-05-26","West","California","Los Angeles","Men's Athletic Footwear","42","288","12096","338","28%","Outlet"
"Kohl's","1189833","2021-05-27","West","California","Los Angeles","Women's Street Footwear","39","231","9009","414","46%","Outlet"
"Kohl's","1189833","2021-05-28","West","California","Los Angeles","Women's Athletic Footwear","35","224","7840","313","40%","Outlet"
"Kohl's","1189833","2021-05-29","West","California","Los Angeles","Men's Apparel","43","219","9417","583","62%","Outlet"
"Kohl's","1189833","2021-05-30","West","California","Los Angeles","Women's Apparel","44","232","10208","255","25%","Outlet"
"Foot Locker","1185732","2021-05-31","West","California","Los Angeles","Men's Street Footwear","36","147","5292","238","45%","Outlet"
"Foot Locker","1185732","2021-06-01","West","California","Los Angeles","Men's Athletic Footwear","31","91","2821","115","41%","Outlet"
"Foot Locker","1185732","2021-06-02","West","California","Los Angeles","Women's Street Footwear","24","94","2256","880","39%","Outlet"
"Foot Locker","1185732","2021-06-03","West","California","Los Angeles","Women's Athletic Footwear","27","41","1107","509","46%","Outlet"
"Sports Direct","1197831","2021-08-15","South","Texas","Dallas","Men's Apparel","26","113","2938","793","27%","Outlet"
"Sports Direct","1197831","2021-08-16","South","Texas","Dallas","Women's Apparel","24","163","3912","187","48%","Outlet"
"Sports Direct","1197831","2021-08-17","South","Texas","Dallas","Men's Street Footwear","19","230","4370","139","32%","Outlet"
"Sports Direct","1197831","2021-08-18","South","Texas","Dallas","Men's Athletic Footwear","23","215","4945","178","36%","Outlet"
"Sports Direct","1197831","2021-08-19","South","Texas","Dallas","Women's Street Footwear","27","143","3861","135","35%","Outlet"
"Sports Direct","1197831","2021-08-20","South","Texas","Dallas","Women's Athletic Footwear","28","136","3808","171","45%","Outlet"
"Sports Direct","1197831","2021-08-21","South","Texas","Dallas","Men's Apparel","26","93","2418","774","32%","Outlet"
"Sports Direct","1197831","2021-08-22","South","Texas","Dallas","Women's Apparel","26","155","4030","205","51%","Outlet"
"Sports Direct","1197831","2021-08-23","South","Texas","Dallas","Men's Street Footwear","21","203","4263","166","39%","Outlet"
"Sports Direct","1197831","2021-08-24","South","Texas","Dallas","Men's Athletic Footwear","31","236","7316","292","40%","Outlet"
"Sports Direct","1197831","2021-08-25","South","Texas","Dallas","Women's Street Footwear","20","155","3100","117","38%","Outlet"
"Sports Direct","1197831","2021-08-26","South","Texas","Dallas","Women's Athletic Footwear","26","140","3640","171","47%","Outlet"
"Sports Direct","1197831","2021-08-27","South","Texas","Dallas","Men's Apparel","29","96","2784","103","37%","Outlet"
"Sports Direct","1197831","2021-08-28","South","Texas","Dallas","Women's Apparel","27","153","4131","223","54%","Outlet"
"Sports Direct","1197831","2021-08-29","South","Texas","Dallas","Men's Street Footwear","13","231","3003","120","40%","Outlet"
"Sports Direct","1197831","2021-08-30","South","Texas","Dallas","Men's Athletic Footwear","21","210","4410","176","40%","Outlet"
"Sports Direct","1197831","2021-08-31","South","Texas","Dallas","Women's Street Footwear","20","179","3580","139","39%","Outlet"
"Sports Direct","1197831","2021-09-01","South","Texas","Dallas","Women's Athletic Footwear","20","149","2980","146","49%","Outlet"
"Sports Direct","1197831","2021-09-02","South","Texas","Dallas","Men's Apparel","26","107","2782","100","36%","Outlet"
"Sports Direct","1197831","2021-09-03","South","Texas","Dallas","Women's Apparel","22","210","4620","263","57%","Outlet"
"Sports Direct","1197831","2021-09-04","South","Texas","Dallas","Men's Street Footwear","13","233","3029","115","38%","Outlet"
"Sports Direct","1197831","2021-09-05","South","Texas","Dallas","Men's Athletic Footwear","22","248","5456","229","42%","Outlet"
"Sports Direct","1197831","2021-09-06","South","Texas","Dallas","Women's Street Footwear","19","200","3800","152","40%","Outlet"
"Sports Direct","1197831","2021-09-07","South","Texas","Dallas","Women's Athletic Footwear","27","182","4914","240","49%","Outlet"
"Sports Direct","1197831","2021-09-08","South","Texas","Dallas","Men's Apparel","38","153","5814","209","36%","Outlet"
"Sports Direct","1197831","2021-09-09","South","Texas","Dallas","Women's Apparel","34","264","8976","466","52%","Outlet"
"Sports Direct","1197831","2021-09-10","South","Texas","Dallas","Men's Street Footwear","30","256","7680","284","37%","Outlet"
"Sports Direct","1197831","2021-09-11","South","Texas","Dallas","Men's Athletic Footwear","40","280","11200","459","41%","Outlet"
"Sports Direct","1197831","2021-09-12","South","Texas","Dallas","Women's Street Footwear","30","215","6450","251","39%","Outlet"
"Sports Direct","1197831","2021-09-13","South","Texas","Dallas","Women's Athletic Footwear","29","192","5568","272","49%","Outlet"
"Sports Direct","1197831","2021-09-14","South","Texas","Dallas","Men's Apparel","40","150","6000","222","37%","Outlet"
"Sports Direct","1197831","2021-09-15","South","Texas","Dallas","Women's Apparel","42","280","11760","646","55%","Outlet"
"Sports Direct","1197831","2021-09-16","South","Texas","Dallas","Men's Street Footwear","34","256","8704","365","42%","Outlet"
"Sports Direct","1197831","2021-09-17","South","Texas","Dallas","Men's Athletic Footwear","34","264","8976","377","42%","Outlet"
"Sports Direct","1197831","2021-09-18","South","Texas","Dallas","Women's Street Footwear","33","322","10626","446","42%","Outlet"
"Sports Direct","1197831","2021-09-19","South","Texas","Dallas","Women's Athletic Footwear","32","201","6432","353","55%","Outlet"
"Sports Direct","1197831","2021-09-20","South","Texas","Dallas","Men's Apparel","39","184","7176","272","38%","Outlet"
"Sports Direct","1197831","2021-09-21","South","Texas","Dallas","Women's Apparel","47","272","12784","728","57%","Outlet"
"Sports Direct","1197831","2021-09-22","South","Texas","Dallas","Men's Street Footwear","34","248","8432","362","43%","Outlet"
"Sports Direct","1197831","2021-09-23","South","Texas","Dallas","Men's Athletic Footwear","43","256","11008","506","46%","Outlet"
"Sports Direct","1197831","2021-09-24","South","Texas","Dallas","Women's Street Footwear","35","332","11620","546","47%","Outlet"
"Sports Direct","1197831","2021-09-25","South","Texas","Dallas","Women's Athletic Footwear","38","158","6004","324","54%","Outlet"
"Sports Direct","1197831","2021-09-26","South","Texas","Dallas","Men's Apparel","43","158","6794","278","41%","Outlet"
"Sports Direct","1197831","2021-09-27","South","Texas","Dallas","Women's Apparel","43","240","10320","619","60%","Outlet"
"Sports Direct","1197831","2021-09-28","South","Texas","Dallas","Men's Street Footwear","38","232","8816","405","46%","Outlet"
"Sports Direct","1197831","2021-09-29","South","Texas","Dallas","Men's Athletic Footwear","38","203","7714","362","47%","Outlet"
"Sports Direct","1197831","2021-09-30","South","Texas","Dallas","Women's Street Footwear","47","254","11938","537","45%","Outlet"
"Sports Direct","1197831","2021-10-01","South","Texas","Dallas","Women's Athletic Footwear","41","135","5535","304","55%","Outlet"
"Sports Direct","1197831","2021-10-02","South","Texas","Dallas","Men's Apparel","37","149","5513","220","40%","Outlet"
"Sports Direct","1197831","2021-10-03","South","Texas","Dallas","Women's Apparel","33","236","7788","459","59%","Outlet"
"Sports Direct","1197831","2021-10-04","South","Texas","Dallas","Men's Street Footwear","30","213","6390","281","44%","Outlet"
"Sports Direct","1197831","2021-10-05","South","Texas","Dallas","Men's Athletic Footwear","29","219","6351","298","47%","Outlet"
"Sports Direct","1197831","2021-10-06","South","Texas","Dallas","Women's Street Footwear","32","190","6080","267","44%","Outlet"
"Sports Direct","1197831","2021-10-07","South","Texas","Dallas","Women's Athletic Footwear","30","145","4350","234","54%","Outlet"
"Sports Direct","1197831","2021-10-08","South","Texas","Dallas","Men's Apparel","30","128","3840","153","40%","Outlet"
"Sports Direct","1197831","2021-10-09","South","Texas","Dallas","Women's Apparel","39","190","7410","429","58%","Outlet"
"Sports Direct","1197831","2021-10-10","South","Texas","Dallas","Men's Street Footwear","31","225","6975","299","43%","Outlet"
"Sports Direct","1197831","2021-10-11","South","Texas","Dallas","Men's Athletic Footwear","27","218","5886","264","45%","Outlet"
"Sports Direct","1197831","2021-10-12","South","Texas","Dallas","Women's Street Footwear","51","228","11628","511","44%","Outlet"
"Sports Direct","1197831","2021-10-13","South","Texas","Dallas","Women's Athletic Footwear","50","160","8000","416","52%","Outlet"
"Sports Direct","1197831","2021-10-14","South","Texas","Dallas","Men's Apparel","46","162","7452","290","39%","Outlet"
"Sports Direct","1197831","2021-10-15","South","Texas","Dallas","Women's Apparel","51","236","12036","734","61%","Outlet"
"Sports Direct","1197831","2021-10-16","South","Texas","Dallas","Men's Street Footwear","46","281","12926","607","47%","Outlet"
"Sports Direct","1197831","2021-10-17","South","Texas","Dallas","Men's Athletic Footwear","39","248","9672","406","42%","Outlet"
"Sports Direct","1197831","2021-10-18","South","Texas","Dallas","Women's Street Footwear","46","239","10994","483","44%","Outlet"
"Sports Direct","1197831","2021-10-19","South","Texas","Dallas","Women's Athletic Footwear","44","190","8360","468","56%","Outlet"
"Sports Direct","1197831","2021-10-20","South","Texas","Dallas","Men's Apparel","47","168","7896","292","37%","Outlet"
"Sports Direct","1197831","2021-10-21","South","Texas","Dallas","Women's Apparel","54","256","13824","829","60%","Outlet"
"Foot Locker","1185732","2021-10-22","South","Texas","Dallas","Men's Street Footwear","34","128","4352","269","62%","Outlet"
"Foot Locker","1185732","2021-10-23","South","Texas","Dallas","Men's Athletic Footwear","34","68","2312","902","39%","Outlet"
"Foot Locker","1185732","2021-10-24","South","Texas","Dallas","Women's Street Footwear","28","72","2016","847","42%","Outlet"
"Foot Locker","1185732","2021-10-25","South","Texas","Dallas","Women's Athletic Footwear","28","23","644","277","43%","Outlet"
"Foot Locker","1185732","2021-10-26","Northeast","Pennsylvania","Philadelphia","Men's Apparel","42","41","1722","706","41%","Outlet"
"Foot Locker","1185732","2021-10-27","Northeast","Pennsylvania","Philadelphia","Women's Apparel","32","70","2240","762","34%","Outlet"
"Foot Locker","1185732","2021-10-28","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","32","166","5312","318","60%","Outlet"
"Foot Locker","1185732","2021-10-29","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","32","44","1408","563","40%","Outlet"
"Foot Locker","1185732","2021-10-30","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","25","54","1350","608","45%","Outlet"
"Foot Locker","1185732","2021-10-31","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","28","17","476","200","42%","Outlet"
"Foot Locker","1185732","2021-11-01","Northeast","Pennsylvania","Philadelphia","Men's Apparel","39","40","1560","577","37%","Outlet"
"Foot Locker","1185732","2021-11-02","Northeast","Pennsylvania","Philadelphia","Women's Apparel","30","74","2220","777","35%","Outlet"
"Foot Locker","1185732","2021-11-03","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","39","156","6084","352","58%","Outlet"
"Foot Locker","1185732","2021-11-04","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","33","53","1749","647","37%","Outlet"
"Foot Locker","1185732","2021-11-05","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","29","58","1682","757","45%","Outlet"
"Foot Locker","1185732","2021-11-06","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","32","8","256","113","44%","Outlet"
"Foot Locker","1185732","2021-11-07","Northeast","Pennsylvania","Philadelphia","Men's Apparel","41","24","984","335","34%","Outlet"
"Foot Locker","1185732","2021-11-08","Northeast","Pennsylvania","Philadelphia","Women's Apparel","38","61","2318","719","31%","Outlet"
"Foot Locker","1185732","2021-11-09","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","35","140","4900","279","57%","Outlet"
"Foot Locker","1185732","2021-11-10","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","37","51","1887","604","32%","Outlet"
"Foot Locker","1185732","2021-11-11","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","27","51","1377","578","42%","Outlet"
"Foot Locker","1185732","2021-11-12","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","36","24","864","328","38%","Outlet"
"Foot Locker","1185732","2021-11-13","Northeast","Pennsylvania","Philadelphia","Men's Apparel","45","26","1170","433","37%","Outlet"
"Foot Locker","1185732","2021-11-14","Northeast","Pennsylvania","Philadelphia","Women's Apparel","39","64","2496","674","27%","Outlet"
"Foot Locker","1185732","2021-11-15","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","44","150","6600","343","52%","Outlet"
"Foot Locker","1185732","2021-11-16","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","40","54","2160","713","33%","Outlet"
"Foot Locker","1185732","2021-11-17","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","38","53","2014","745","37%","Outlet"
"Foot Locker","1185732","2021-11-18","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","42","34","1428","571","40%","Outlet"
"Foot Locker","1185732","2021-11-19","Northeast","Pennsylvania","Philadelphia","Men's Apparel","51","39","1989","736","37%","Outlet"
"Foot Locker","1185732","2021-11-20","Northeast","Pennsylvania","Philadelphia","Women's Apparel","51","78","3978","147","37%","Outlet"
"Foot Locker","1185732","2021-11-21","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","49","170","8330","474","57%","Outlet"
"Foot Locker","1185732","2021-11-22","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","41","85","3485","135","39%","Outlet"
"Foot Locker","1185732","2021-11-23","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","42","54","2268","975","43%","Outlet"
"Foot Locker","1185732","2021-11-24","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","43","53","2279","107","47%","Outlet"
"Foot Locker","1185732","2021-11-25","Northeast","Pennsylvania","Philadelphia","Men's Apparel","43","48","2064","867","42%","Outlet"
"Foot Locker","1185732","2021-11-26","Northeast","Pennsylvania","Philadelphia","Women's Apparel","52","105","5460","191","35%","Outlet"
"Foot Locker","1185732","2021-11-27","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","49","175","8575","488","57%","Outlet"
"Foot Locker","1185732","2021-11-28","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","45","99","4455","173","39%","Outlet"
"Foot Locker","1185732","2021-11-29","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","43","72","3096","133","43%","Outlet"
"Foot Locker","1185732","2021-11-30","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","39","56","2184","102","47%","Outlet"
"Foot Locker","1185732","2021-12-01","Northeast","Pennsylvania","Philadelphia","Men's Apparel","50","64","3200","128","40%","Outlet"
"Foot Locker","1185732","2021-12-02","Northeast","Pennsylvania","Philadelphia","Women's Apparel","50","116","5800","208","36%","Outlet"
"Foot Locker","1185732","2021-12-03","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","51","179","9129","529","58%","Outlet"
"Foot Locker","1185732","2021-12-04","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","44","102","4488","188","42%","Outlet"
"Foot Locker","1185732","2021-12-05","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","38","79","3002","141","47%","Outlet"
"Foot Locker","1185732","2021-12-06","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","43","62","2666","122","46%","Outlet"
"Foot Locker","1185732","2021-12-07","Northeast","Pennsylvania","Philadelphia","Men's Apparel","46","54","2484","969","39%","Outlet"
"Foot Locker","1185732","2021-12-08","Northeast","Pennsylvania","Philadelphia","Women's Apparel","49","123","6027","217","36%","Outlet"
"Foot Locker","1185732","2021-12-09","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","46","162","7452","387","52%","Outlet"
"Foot Locker","1185732","2021-12-10","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","40","91","3640","123","34%","Outlet"
"Foot Locker","1185732","2021-12-11","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","32","60","1920","768","40%","Outlet"
"Foot Locker","1185732","2021-12-12","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","32","53","1696","695","41%","Outlet"
"Foot Locker","1185732","2021-12-13","Northeast","Pennsylvania","Philadelphia","Men's Apparel","36","41","1476","502","34%","Outlet"
"Foot Locker","1185732","2021-12-14","Northeast","Pennsylvania","Philadelphia","Women's Apparel","48","79","3792","117","31%","Outlet"
"Foot Locker","1185732","2021-12-15","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","47","124","5828","308","53%","Outlet"
"Foot Locker","1185732","2021-12-16","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","35","68","2380","762","32%","Outlet"
"Foot Locker","1185732","2021-12-17","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","38","38","1444","549","38%","Outlet"
"Foot Locker","1185732","2021-12-18","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","40","34","1360","517","38%","Outlet"
"Foot Locker","1185732","2021-12-19","Northeast","Pennsylvania","Philadelphia","Men's Apparel","43","30","1290","426","33%","Outlet"
"Foot Locker","1185732","2021-12-20","Northeast","Pennsylvania","Philadelphia","Women's Apparel","42","74","3108","995","32%","Outlet"
"Foot Locker","1185732","2021-12-21","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","48","124","5952","357","60%","Outlet"
"Foot Locker","1185732","2021-12-22","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","43","68","2924","122","42%","Outlet"
"Foot Locker","1185732","2021-12-23","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","47","66","3102","136","44%","Outlet"
"Foot Locker","1185732","2021-12-24","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","43","60","2580","118","46%","Outlet"
"Foot Locker","1185732","2021-12-25","Northeast","Pennsylvania","Philadelphia","Men's Apparel","51","48","2448","955","39%","Outlet"
"Foot Locker","1185732","2021-12-26","Northeast","Pennsylvania","Philadelphia","Women's Apparel","53","75","3975","143","36%","Outlet"
"Foot Locker","1185732","2021-12-27","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","53","143","7579","462","61%","Outlet"
"Foot Locker","1185732","2021-12-28","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","47","85","3995","163","41%","Outlet"
"Foot Locker","1185732","2021-12-29","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","44","79","3476","152","44%","Outlet"
"Foot Locker","1185732","2021-12-30","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","40","53","2120","954","45%","Outlet"
"Foot Locker","1185732","2021-12-31","Northeast","Pennsylvania","Philadelphia","Men's Apparel","46","56","2576","100","39%","Outlet"
"Foot Locker","1185732","2020-01-01","Northeast","Pennsylvania","Philadelphia","Women's Apparel","53","83","4399","140","32%","Outlet"
"West Gear","1128299","2020-01-02","Northeast","Pennsylvania","Philadelphia","Men's Street Footwear","27","158","4266","179","42%","Outlet"
"West Gear","1128299","2020-01-03","Northeast","Pennsylvania","Philadelphia","Men's Athletic Footwear","35","135","4725","146","31%","Outlet"
"West Gear","1128299","2020-01-04","Northeast","Pennsylvania","Philadelphia","Women's Street Footwear","36","140","5040","236","47%","Outlet"
"West Gear","1128299","2020-01-05","Northeast","Pennsylvania","Philadelphia","Women's Athletic Footwear","34","90","3060","125","41%","Outlet"
"West Gear","1128299","2020-01-06","West","Nevada","Las Vegas","Men's Apparel","37","80","2960","168","57%","Outlet"
"West Gear","1128299","2020-01-07","West","Nevada","Las Vegas","Women's Apparel","36","166","5976","143","24%","Outlet"
"West Gear","1128299","2020-01-08","West","Nevada","Las Vegas","Men's Street Footwear","27","173","4671","200","43%","Outlet"
"West Gear","1128299","2020-01-09","West","Nevada","Las Vegas","Men's Athletic Footwear","35","145","5075","157","31%","Outlet"
"West Gear","1128299","2020-01-10","West","Nevada","Las Vegas","Women's Street Footwear","31","140","4340","186","43%","Outlet"
"West Gear","1128299","2020-01-11","West","Nevada","Las Vegas","Women's Athletic Footwear","30","85","2550","104","41%","Outlet"
"West Gear","1128299","2020-01-12","West","Nevada","Las Vegas","Men's Apparel","37","70","2590","158","61%","Outlet"
"West Gear","1128299","2020-01-13","West","Nevada","Las Vegas","Women's Apparel","31","140","4340","998","23%","Outlet"
"West Gear","1128299","2020-01-14","West","Nevada","Las Vegas","Men's Street Footwear","31","182","5642","253","45%","Outlet"
"West Gear","1128299","2020-01-15","West","Nevada","Las Vegas","Men's Athletic Footwear","42","124","5208","166","32%","Outlet"
"West Gear","1128299","2020-01-16","West","Nevada","Las Vegas","Women's Street Footwear","43","128","5504","258","47%","Outlet"
"West Gear","1128299","2020-01-17","West","Nevada","Las Vegas","Women's Athletic Footwear","41","93","3813","156","41%","Outlet"
"West Gear","1128299","2020-01-18","West","Nevada","Las Vegas","Men's Apparel","44","60","2640","163","62%","Outlet"
"West Gear","1128299","2020-01-19","West","Nevada","Las Vegas","Women's Apparel","39","124","4836","125","26%","Outlet"
"West Gear","1128299","2020-01-20","West","Nevada","Las Vegas","Men's Street Footwear","41","171","7011","294","42%","Outlet"
"West Gear","1128299","2020-01-21","West","Nevada","Las Vegas","Men's Athletic Footwear","46","116","5336","154","29%","Outlet"
"West Gear","1128299","2020-01-22","West","Nevada","Las Vegas","Women's Street Footwear","47","120","5640","253","45%","Outlet"
"West Gear","1128299","2020-01-23","West","Nevada","Las Vegas","Women's Athletic Footwear","40","90","3600","147","41%","Outlet"
"West Gear","1128299","2020-01-24","West","Nevada","Las Vegas","Men's Apparel","47","62","2914","177","61%","Outlet"
"West Gear","1128299","2020-01-25","West","Nevada","Las Vegas","Women's Apparel","54","123","6642","179","27%","Outlet"
"West Gear","1128299","2020-01-26","West","Nevada","Las Vegas","Men's Street Footwear","43","171","7353","352","48%","Outlet"
"West Gear","1128299","2020-01-27","West","Nevada","Las Vegas","Men's Athletic Footwear","43","120","5160","180","35%","Outlet"
"West Gear","1128299","2020-01-28","West","Nevada","Las Vegas","Women's Street Footwear","49","132","6468","304","47%","Outlet"
"West Gear","1128299","2020-01-29","West","Nevada","Las Vegas","Women's Athletic Footwear","47","105","4935","227","46%","Outlet"
"West Gear","1128299","2020-01-30","West","Nevada","Las Vegas","Men's Apparel","43","66","2838","187","66%","Outlet"
"West Gear","1128299","2020-01-31","West","Nevada","Las Vegas","Women's Apparel","54","140","7560","241","32%","Outlet"
"West Gear","1128299","2020-02-01","West","Nevada","Las Vegas","Men's Street Footwear","47","245","11515","575","50%","Outlet"
"West Gear","1128299","2020-02-02","West","Nevada","Las Vegas","Men's Athletic Footwear","51","182","9282","334","36%","Outlet"
"West Gear","1128299","2020-02-03","West","Nevada","Las Vegas","Women's Street Footwear","46","176","8096","388","48%","Outlet"
"West Gear","1128299","2020-02-04","West","Nevada","Las Vegas","Women's Athletic Footwear","47","145","6815","306","45%","Outlet"
"West Gear","1128299","2020-02-05","West","Nevada","Las Vegas","Men's Apparel","47","105","4935","320","65%","Outlet"
"West Gear","1128299","2020-02-06","West","Nevada","Las Vegas","Women's Apparel","57","192","10944","306","28%","Outlet"
"West Gear","1128299","2020-02-07","West","Nevada","Las Vegas","Men's Street Footwear","48","233","11184","492","44%","Outlet"
"West Gear","1128299","2020-02-08","West","Nevada","Las Vegas","Men's Athletic Footwear","46","204","9384","253","27%","Outlet"
"West Gear","1128299","2020-02-09","West","Nevada","Las Vegas","Women's Street Footwear","47","171","8037","361","45%","Outlet"
"West Gear","1128299","2020-02-10","West","Nevada","Las Vegas","Women's Athletic Footwear","46","140","6440","270","42%","Outlet"
"West Gear","1128299","2020-02-11","West","Nevada","Las Vegas","Men's Apparel","47","150","7050","416","59%","Outlet"
"West Gear","1128299","2020-02-12","West","Nevada","Las Vegas","Women's Apparel","61","170","10370","280","27%","Outlet"
"West Gear","1128299","2020-02-13","West","Nevada","Las Vegas","Men's Street Footwear","44","238","10472","481","46%","Outlet"
"West Gear","1128299","2020-02-14","West","Nevada","Las Vegas","Men's Athletic Footwear","56","208","11648","337","29%","Outlet"
"West Gear","1128299","2020-02-15","West","Nevada","Las Vegas","Women's Street Footwear","44","179","7876","330","42%","Outlet"
"West Gear","1128299","2020-02-16","West","Nevada","Las Vegas","Women's Athletic Footwear","42","152","6384","268","42%","Outlet"
"West Gear","1128299","2020-02-17","West","Nevada","Las Vegas","Men's Apparel","50","152","7600","448","59%","Outlet"
"West Gear","1128299","2020-02-18","West","Nevada","Las Vegas","Women's Apparel","55","128","7040","183","26%","Outlet"
"West Gear","1128299","2020-02-19","West","Nevada","Las Vegas","Men's Street Footwear","41","186","7626","289","38%","Outlet"
"West Gear","1128299","2020-02-20","West","Nevada","Las Vegas","Men's Athletic Footwear","51","180","9180","247","27%","Outlet"
"West Gear","1128299","2020-02-21","West","Nevada","Las Vegas","Women's Street Footwear","46","144","6624","271","41%","Outlet"
"West Gear","1128299","2020-02-22","West","Nevada","Las Vegas","Women's Athletic Footwear","43","124","5332","186","35%","Outlet"
"West Gear","1128299","2020-02-23","West","Nevada","Las Vegas","Men's Apparel","53","128","6784","359","53%","Outlet"
